sentences,label
cukup memuaskan dengan harga yang sangat terjangkau .,1
"sangat mengecewakan . diberikan room yang lembab , kurang baik dari room lainnya , pembuangan air di kamar mandi tidak lancar , tidak ada sinyal . terletak di daerah yang strategis , pusat kota . ",1
recommended buat traveling dan transit .,1
"pelayanan staf baik , kamarnya bersih tetapi kecil , kamar mandi bersih . secara keseluruhan cukup baik . ",1
so far so good . pelayanan ramah . cuma suasana lorong hotelnya tidak terlalu terang .,3
"suka banget tetapi tolong alat mandinya di lengkapi lagi karena cuma tersedia handuk saja , dan handuknya juga kurang bersih . tetapi selebihnya suka banget , cocok lah recommended untuk yang ingin singgah . ",3
pengelolanya ramah dan baik . tetapi kadang suka merinding banyak kamar nya tetapi tidak ada orang nya . kolam renang nya oke juga .,2
sangat rapi kamar terlalu kecil dengan perbandingan .,3
hotel ini sangat parah pelayanannya . tidak dikasih handuk . seprai kasur tidak di ganti dan harus kita tegor terus setiap harinya agar diganti . kemudian owner hotel tersebut tidak ramah dan tidak sopan . saya book 3 kamar disana . sungguh sangat kecewa . tolong pihak airy hotel survey langsung dan menindaklanjuti karena ini merusak citra dan nama airy sendiri . terima kasih .,2
mantap sangat .,1
bersih nyaman .,1
"wifi nya mantap , kencang . ",1
masak hotel tidak ada gedet ? tidak ada petugas yang berjaga ? sungguh terlalu .,2
strategis . sayang kebersihan tempat tidur kurang . selebihnya sesuai harga .,1
"1 . sampah penghuni sebelumnya tidak dibersihkan 2 . kamar mandi becek 3 . staf penginapan tidak responsif saat saya butuh bantuan turun dari kendaraan , ketika hujan deras 4 . deposit yang nominalnya lebih besar dari biaya inap 5 . diatas jam 21 sulit kembali ke kamar , karena pintu utama dikunci 6 . sistem check - in yang lama 7 . parkir yang terbatas . ",2
"ac tidak dingin , remote tv rusak . ",2
nyaman dan bersih .,1
"kamar sempit , air di kamar mandi tidak keluar dari maghrib sampai tengah malam smpesmpe tidak bisa gosok gigi sbelum tidur , sangat mengecewakan . ",2
kamar besar cuma minusnya ac kurang dingin dan layanan tv nya kurang bagus .,3
kamarnya terlalu keciil . sampai tidak ada space untuk solat di kamar .,2
"kamarnya bersih , pelayanan nya ramah , makannya pun lumayan enak , next time kalau ke purwakarta lagi saya dan keluarga pilih menginap disini lagi . ",1
"bingung sampai mutermuter cari airy hotel nya . telepon pelayanan nya , terlalu banyak pertanyaan yang harus dijawab hanya untuk tahu alamat airy yang sebenarnya . aneh satu alamat terdapat dua hotel . ",1
pelayanannya oke .,1
"strategis , nyaman . tetapi dapat lantai 5 tidak ada lift . jadi lumayan naikturunnya . ",2
"kalau itinerary ke seputaran seminyak , tempat nya oke dan relatif dekat kemanamana . kamar mandi perlu ditingkatkan kebersihan nya , selain itu oke . ",3
"bersih , enak dan nyaman . ",1
"kotor , tidak ada air , jorok , tidak nyaman . ",2
pelayanan buruk .,2
fasilitas baik untuk harga yang minimalis .,1
sayang tidak ada tisu dikamar dan kamar mandi sedikit bau .,2
tempat nya seram dan pelayanan kurang ramah .,2
bagus . recommended .,1
"ac kurang dingin , tempat parkir agak susah karena sempit . ",2
"( - ) kamar mandi kurang bersih berkerak . air beberapa kali mati , utamanya ketika subuh . tidak disediakan keset . air panas untuk minum siap baru jam 7 . ruangan terlalu sempit , tidak cukup space untuk sholat . sinyal hp di kamar mati suri ( + ) lokasi bagus , menyewakan motor , wifi kencang . ",3
keren banget . mau singgah lagi .,1
"tempatnya enak , iya walaupun agak masuk gang kecil tetapi mobil masih bisa masuk kok . dekat juga sama malioboro , paling tidak kalau aku ke jogja lagi kayaknya bakal menginap disini lagi . ",1
"baik , bersih dan ramah . ",1
tempat yang nyaman dan strategis pelayanan ramah kamar bersih ac dingin someday ke sukabumi wajib inap di sini .,1
harga dengan fasilitas yang disedikan sangat tidak sesuai . ketika check - in handuk tidak ada harus diminta dulu baru ada . dan kebersihan sungguh jauh dari kata bersih untuk standar hotel . banyak sekali debu apalagi ketika buka gorden terlihat debu yang sepertinya sudah berbulan - bulan tidak dibersihkan . kamar mandi berbau tidak sedap .,2
"kamar besar , bersih dan nyaman . hanya pada saat breakfast , tolong lebih diperhatikan lagi untuk refillnya . over all oke . ",3
klau bisa nanti bisa disiapkan sarapan pagi .,1
puas sama pelayanannya . ditambahkan lagi shower panasnya iya .,1
"kamar bersih , banyak pilihan makanan dan berada di pusat kota . ",1
semuanya oke . tetapi foto kamar dengan asli nya beda .,3
"alhamdulillah cukup puas , roof top nya keren , makanan di restonya enak . air hangat untuk mandi tidak berfungsi . ",3
air di bathup kotor .,2
mantabss mas nya ramaahh .,1
"sangat baik untuk pelayanan kamar hotelnya , semoga kedepannya tetap menjaga pelayanan kamarnya iya ! ",1
kamar yang saya dapat kurang bersih .,2
semua oke untuk harga segitu sih . cuma sayang tidak ada wastafel .,3
"sesuai dengan janji , rekomended . ",1
tempatnya lumayan bersih .,1
"pas banget buat kelas seperti saya , pas di dompet harganya . ",1
"kamarnya luas , kamar mandi juga bersih , serta lokasi mudah ditemukan , dan dekat kemana saja . suasananya juga enak buat istirahat . cuma satu meskipun sudah bersih tetapi masih ada kecoak , so far good . ",3
"pelayanan resepsionis cukup baik , fasilitas hotel sesuai dengan yang ada di aplikasi , air panas , ac , tv layar datar , tempat parkir cukup . ",1
menginap 4 hari disini sangat menyenangkan .,1
"lokasi , pelayanan maupun fasilitas menyenangkan . ",1
bersih nyaman dan bersahabat .,1
"tidak ada yang berkesan . siaran tvnya tidak bagus , wifi mengalami gangguan , . ",2
"bagus , fasilitas sesuai dengan yang di gambar . pelayanannya memuaskan . rekomendasi untuk yang mau me . ",1
"dekat dengan metro , cocok buat pedagang yang mau belanja ke tanah abang , bersih , menurut saya sih semua oke . ",1
so far good . terimakasih airy .,1
"penginapan bagus untuk keluarga , pelayanan ramah . ",1
"kamar lumayan tetapi tolong dengan sangat resepsionis jangan judes dan galak begitu , tidak ada sopan santun . tidak pantas jadi resepsionis . semoga bisa diperbaiki . ",3
"pintu kamar mandi tidak bisa ditutup karena rusak , kamar keadaan kotor seperti belum disapu , seprai juga tidak bersih . ac juga tidak dingin . resepsionis yang cewek kurang ramah . ",2
"lokasi di perumahan dan pojok sekali , tetapi daerah itu cukup oke untuk yang mau ke jalan namanama gunung di malang karena dekat . ",3
langit langit kamar mandi bocor perlu perbaikan . wifi tidak terjangkau . kayu pada pintu dan jendela sudah ok dengan air jadi aroma kamar jadi lembab . binatang seperti semut pemakan kayu sering muncul dan merek besar besar . saya mungkin akan cari tempat lain bila ke bali lagi .,2
saya tidak sampai semalam hanya singgah saja tetapi memuaskan .,2
sangat menyenangkan .,1
tetap baik dan nyaman . semoga terus berinovasi .,2
mantap . ac harus diperbaiki .,3
"lokasinya strategis , harganya murah , dan sudah sesuai ekspektasi , hanya kebersihan kamar yang perlu dijaga , terima kasih . ",3
baik untuk hari ke 2 sayang hari 1 diberikan kamar yang kurang oke . tetapi bagus dan sudah beberapa kali menginap disini .,3
kamarnya nyaman dan termasuk murah hanya saja setiap malam selalu ribut selebihnya okeh .,1
"kamar luas , bersih dan staf ramah . lokasi mudah dijangkau , dekat mini market dan hypermart . ",1
"memuaskan . makanan enak , pelayanan bagus . thank untuk airyroom . ",1
air nya bau dan asin handuknya kotor dan berlubang dindingnya kusem shower dan keran sudh berkarat .,2
"tempat bagus dan bersih , suasana tenang , di teras viewnya sungai kecil . ",1
"kamar nya enak semuanya bagus , tetapi sudah 2hari ini pasti deh wifinya mati . padahal saya sudah sering menginap disini dan yang saya suka dari hotel ini wifinya tidak lambat . ",3
televisi nyaa buram .,2
"tidak dikelola dengan baik , kamar mandi air tergenang dan ada nyamuk . ",2
tempatnya bersih . dekat dengan pusat kota .,1
kamar bersih hanya ulasan tentang adanya binatang kecil di kamar 307 belum ditindak lanjuti .,3
"room minimalis , cukup luas untuk harga begini . staf ramah banget dari satuan pengamanan sampai front desk . ",1
lumayan asyik .,1
nyaman hanya kurang keran air untuk wudhu .,3
"dekat dengan bandara , walaupun sedikit sempit dan harus naik tangga kalau mau ke kasur tetapi untuk yang niatnya cuma transit sudah cukup memadai . tombol lampu sebaiknya dipindah di dekat kasur saja supaya gampang diakses . ",3
"overall sudah bagus , pelayanannya juga ramah , thankyou . ",1
pelayanannya sudah oke . kurangnya air hangatnya tidak hidup .,2
that's a cheap room dan bersih .,1
"seprai ada noda , plafon bekas rembesan bocor , bau apek , kamar mandi juga . ",2
ramah dan lokasi yang strategis .,1
sempat dikasih handuk kotor . tidak ada wifi di kamar . jangan bicara ada wifi !,2
taman belakangnya juga buat betah .,1
sangat puas . terbaik .,1
"wastafel aga tersumbat , tetapi tempat tidur empuk . ",3
"colokan perlu ditambah lagi , kamar mandi lumayan bersih . ",3
dengan budget segitu sudah dangat bagus .,1
mau lanjut mkm ini bagaimana cara .,2
"sangat merekomendasikan , tempatnya memuaskan . ",1
"pelayanan ramah , tetapi toilet ketika awal masuk ada bau kurang enak . kamar kurang luas dan tidak ada hiasan dinding / motif seperti di gambar promo nya . ",3
tempat nya bagus banget bersih pula karyawan semua ramah tidak nyesal bermalam di sana terimakasih ary .,1
lokasi agak kedalam . tidak ada tanda tanda di jalan besar sehingga menyulitkan pencarian .,2
bersih dan rapi .,1
kamar mandi kotor dan retakretak . penerangan kamar kurang jadi terkesan gelap . kelebihannya lokasi hotel dekat bandara jadi untuk penerbangan pagi sangat membantu . terima kasih .,3
"kamarnya lumayan nyaman , dan bersih . ",1
"ukuran kamar kecil tetapi cukup lah , wifi kebetulan lagi rusak , sinyal sangat susah karena kamar dilantai bawah , kebersihan baik , ac dingin , tv ada dan berfungsi . selimut , handuk , snack , air mineral disediakan . pelayanan bapak kosnya cukup baik dan helpful . ",3
bagus bersih wifi lambat handuk bau itu saja yang di benahi selebihnya nyaman saja .,3
"sarapan memuaskan , kamarnya bagus , kolam renangnya juga . ",1
"lumayan . cuma tidak ada kesed , sama sandal . ",3
tidak ada wifi di kamar . tidak ada air panas .,2
pas paginya check out jam 10an tanggal 23 bapaknya baru ganti dan baik ramah banget .,1
"lokasi sulit sekali dicari , namanya juga beda . ",2
"nyaman , bersih dan penjaga yang ramah . ",1
"kamar luas , sarapannya tidak prasmanan , kurang berasa rempahrempahnya . ",3
lumayan lah . sesuai harga . tetapi jauh tmpatnya .,3
"penginapan cukup nyaman , tetapi sayang kamar kurang terawat . ",2
"overall sih bagus , cuma saluran air di kamar mandi perlu diperbaiki karena tergenang dan lift nya juga rusak . terus kurang tisu juga . ",3
"menyenangkan , hanya saja tempat tidurnya mungkin sudah lama jadi kasurnya agak turun kebawah begitu . overall good lah iya . ",3
suasana cukup nyaman dan tenang selama menginap .,1
lokasi stategis . harga terjangkau .,1
ini merupakan kali ke 3 kami menginap di hotel ini . semakin lama semakin bagus .,1
"staf ramah , pelayanan memuaskan , kamar dan toilet bersih dan bagus . sangat direkomendasi . sarapan cuma ada 3 menu , nasi goreng , mie goreng dan omelet . sarapan ditingkatkan lagi . thank you airy dan premium hotel . ",1
"pelayanan oke , over all mungkin buat daily use boleh juga . ",1
"tempatnya bersih , nyaman , pemiliknya ramah , rekomen banget . dekat dari stasiun . senen juga . ",1
"kamar mungkin bisa lebih bersih terutama wc kamar mandi , servis bisa ditingkatkan , jangan sampai tamu harus minta sabun dan handuk , padahal kan kita menginap sudah include semua itu . ",2
tempatnya nyaman dan pegawainya ramah . rekom banget buat yang inap disana .,1
kamar tidak seperti yang ada di foto . kotor . pintu seperti kamar koskosan .,2
"kamar bersih rapi , pelayanan sangat nemuaskan . ",1
"ruangan bersih , nyaman . ",1
"si mbaknya baik , betah tinggal disini . terimakasih iya airy promo nya . ",1
"lokasi berada di tempat yang jauh dari kebisingan kota . bangunan lama . pemandangan bagus , kolam renang viewnya gunung salak tetapi kolamnya kotor . kamarnya penerangan sangat kurang , remang - remang . kasur keras . channel tv gambarnya jelek . ac dingin . air panas tidak fungsi . wc bagus . overall sesuai dengan harga yang tidak terlalu mahal . ",3
kamar mandinya tidak bisa di sentor .,2
air minum cuma di kasi waktu pertama datang . padahal menginap 7 malam . cuma hari terakhir di minta .,3
lumayan buat istirahat sesaat . terimakasih .,1
"hotel nyaman , pelayanan ramah , sebelah cafe asyik untuk kumpulkumpul , seberang ada apotik . ",1
"wifi di lantai 3 , sedang dalam perbaikan . mohon secepatnya bisa selesai . harapan kami , ketika kembali menginap wifi sdah bisa digunakan . terimakasih . ",2
"cuma ada beberapa masukan . 1 . jika malam banyak nyamuk , mungkin karena depan nya tempat sampah . 2 . kurang nya gantungan baju . 3 . tidak ada air panas , meskipun ini jakarta , tetap harus ada air panas , saya yang pulang malam jam 12 terpaksa mandi air dingin . 4 . sisanya oke , kamar bersih , pelayanan oke . ",3
"kamar bersih , rapi sesuai dengan harga . ",1
pelayanan yang baik serta bisa istirahat yang nyenyak dekat dengan akses jalan .,1
"kamar rapi , bersih , termasuk toilet nya . ",1
"bersih , pelayanan ramah dan memuaskan . ",1
ac tidak dingin .,2
cek in jam 10 . dapat kamar yang di bilang cadangan di lantai 4 . soal jauh nya kamar juga kondisi tv ( kecil juga tabung ) yang berbeda dengan kamar lain di bawah masih bisa di tolerir lah tetapi maaf soal ac nya tidak bisa di tolerir . tidak bisa istirahat karena kepanasan di dalam kamar . mohon untuk di perhatikan lagi perlengkapan kamar demi kenyamanan cust .,2
"kamarnya bersih nyaman , lokasinya susah dicari karena plangnya tulisan the kayakini jadi tidak tahu kalau . ",3
"tempat memang tidak strategis . bangunannya pun sudah usang dan tidak terurus karena hotelnya sangat sepi . beberapa fasilitas hotel pun ada yang rusak , contohnya ac , shower , kasur , kunci lemari . walaupun yang menginap sedikit , tetapi tetap saja di buatkan sarapan . iya sesuai lah sama budget kita . overall hotelnya lumayan bagus kok . terima kasih ~ . ",3
kamar baik . cuma cekout jam 11 siang . lebih dari itu kena charge 25 . tidak dapat handuk .,3
"ramah , baik . enak pokoknya . ",1
kamar bersih .,1
terimakasih barang aaya merasa puas .,1
saya rasa terlalu banyak kalau deposit nya rp.100.000 . hotel lain ratarata cuma rp.50.000 .,2
sangat nyaman .,1
nyaman dan pelayanan sangat bagus .,1
kamar besar dan bersih ada air hangat mantap dekat dengan manapun hanya saja kurg ramah pelayanannya dan wifi tidak lancar .,3
"agak berbeda dengan kamar biasa , souvernir makanan ringan di kamar sampai perlengkapan toilet khusus dari airy . tidak nyesal milih hotel dengan airy room . murah tetapi juga sangat memuaskan . next pasti akan pakai airy room lagi . ",3
bantalnya enak . kamarnya dingin . keset tidak ada lagi nha .,3
lumayan nyaman . cuma kamar nya agak sempit . tetapi good lah untuk sesekali .,3
kamarnya cukup nyaman dan bersih .,1
airnya berbau .,2
kecewa banget .,2
"saluran air di westafel buntu , handuk kasar jaringan wifi tidak smpai karena dapat kamar paling ujung untuk air di showernya agak bermasalah dengan air pnas dan dinginnya sehingga yang berfungsi cuma air panasnya . mau keluhan nanggung karena cuma sebentar disini dan harus jalan kaki kedepan jauh banget karena dapat kamar paling ujung :/ . ",2
